,x,y
116,-59.433674,-37.27996
117,41.93854,15.5997
118,-18.202263,34.731716
119,52.943745,-48.97256
120,35.2563,-18.935316
121,-27.431122,-32.246166
122,8.944258,5.5834465
123,-23.306072,49.83312
124,34.290154,-33.7646
125,39.413815,-30.659428
126,44.01138,-40.940628
127,-35.294018,19.769886
128,-60.118076,13.85438
129,61.37929,58.2381
130,54.049236,-65.94346
131,20.409792,34.2567
132,-58.04373,31.40543
133,40.79488,-25.258106
134,-25.830723,78.89136
135,-7.231683,-9.900532
136,-3.0078578,4.1104712
137,-53.5313,-32.77332
138,-63.75686,-35.19963
139,11.574037,38.336956
140,-61.580738,-48.538948
141,-62.405922,35.154377
142,66.03559,27.478893
143,11.544846,47.946613
144,-63.746178,52.536674
145,71.803955,-20.877087
146,-14.488649,46.66059
147,-23.171782,-31.74095
148,8.062013,-17.940504
149,45.32876,-16.762367
150,60.9275,58.426556
151,-85.02875,16.676342
152,58.910954,-32.916664
153,23.347445,44.900837
154,-21.189116,-75.7966
155,51.702797,-23.360687
156,-21.952143,18.11087
157,-46.325897,-63.229263
158,16.364107,-62.86804
159,-7.976824,10.003893
160,-19.384254,-0.84503406
161,-56.750847,-50.112694
162,-1.5115271,-49.587532
163,56.01602,10.045841
164,23.14755,53.228058
165,-60.247875,49.767555
166,-2.9288135,18.872066
167,-13.585342,45.58946
168,-1.6041311,10.223003
169,-30.135008,72.609085
170,1.6579281,10.793524
171,8.623605,0.3673302
172,-66.56006,-35.6882
173,-30.497606,-31.05456
174,5.104027,-69.91323
175,-34.107647,-56.342957
176,-27.606607,75.07857
177,-33.20467,-6.0339227
178,35.56746,17.766582
179,6.6281104,45.489235
180,-0.7448951,8.923989
181,-59.681725,29.127281
182,-2.4489112,26.801384
183,-63.14799,4.1225667
184,-18.36029,-17.69395
185,76.5897,38.51271
186,81.92811,-14.0307665
187,75.478096,1.4119635
188,-26.995024,13.019303
189,13.465965,-40.39362
190,-13.402947,-41.50439
191,36.536587,15.845371
192,1.8587992,48.14262
193,23.366116,61.45518
194,-30.596548,62.03703
195,4.154451,75.68029
196,23.340448,-75.88919
197,-5.2568917,-56.21253
198,44.804546,-18.629059
199,-16.431108,8.364041
200,-58.990025,-38.05684
201,15.61142,-36.090546
202,39.1722,-50.467678
203,33.397095,-57.15984
204,13.855346,60.598835
205,2.6605387,-25.903078
206,-53.367355,-47.180347
207,-26.28956,36.975758
208,48.74281,38.090214
209,-60.815216,38.33308
210,-26.581102,42.34048
211,40.912426,67.07626
212,75.66401,33.54447
213,65.53899,4.416416
214,76.56595,-27.25054
215,57.893497,57.976406
216,20.773703,-60.373936
217,52.81308,27.041113
218,-53.203026,68.05574
219,39.851604,58.291206
220,23.516191,56.45163
221,-6.6463437,-68.87703
222,7.921062,20.555494
223,-49.651814,44.664234
224,-25.560905,44.281116
225,19.002918,20.831108
226,-41.717148,17.385242
227,-4.264319,39.79246
228,18.180777,-50.32395
229,-26.1938,15.899114
230,38.388985,72.95561
231,-9.6048765,76.16953
232,-62.948742,40.474495
233,68.396255,1.7963469
234,51.23231,-4.9066424
235,-38.619606,3.5318618
236,-85.14485,14.831255
237,9.707452,-18.614391
238,-41.146023,53.821316
239,30.55881,70.95673
240,-62.65674,-52.190357
241,0.90147024,-28.695791
242,34.6044,-35.003414
243,43.121647,-63.832146
244,57.998695,-23.17263
245,26.543135,46.65843
246,-50.146088,40.677826
247,10.438583,-30.480574
248,25.527613,3.2432353
249,-6.5775037,-54.756332
250,29.347195,-64.61847
251,-63.361084,-50.19832
252,1.7692626,-5.4648585
253,12.462897,12.999386
254,-10.597243,-13.83573
255,30.426071,-58.263264
256,-75.73099,-1.1601619
257,-10.325599,-78.82542
258,69.27282,3.7048743
259,4.3482924,-84.629524
260,61.669544,57.581997
261,-51.923023,22.693592
262,-25.792982,25.122543
263,-1.7550453,11.684127
264,18.796242,33.694054
265,80.67775,-10.992604
266,-54.564735,-1.1495733
267,-33.930477,19.708462
268,-60.196217,36.73455
269,-30.5765,62.212868
270,42.43251,36.804916
271,10.299613,-5.2213135
272,-18.244478,67.87241
273,37.995872,19.121796
274,-21.880922,-58.45513
275,-13.849337,46.095448
276,-42.064877,33.528587
277,60.672565,-33.611946
278,-44.412243,15.108244
279,-78.51555,-7.8107486
280,-0.17158261,12.754984
281,41.712875,7.605438
282,28.19401,72.99498
283,51.33044,27.826788
284,49.867893,42.033897
285,30.857317,-24.06577
286,53.205353,-41.59489
287,12.14393,-17.21092
288,12.709754,-84.36462
289,-6.8469276,60.190315
290,7.1474686,-74.392555
291,40.720295,-30.460943
292,32.64101,52.180264
293,83.90258,-9.805384
294,71.947586,-0.9560485
295,-5.719516,30.478516
296,28.714495,-63.67365
297,42.86187,34.99781
298,6.7467995,60.33566
299,-24.551798,-80.578926
300,-60.356354,-19.746218
301,-67.896,41.21819
302,13.459721,63.880043
303,64.17993,-51.38238
304,23.60519,59.884056
305,8.560062,15.965873
306,75.652245,-23.817802
307,-25.111814,-23.158
308,39.552067,40.99884
309,57.667706,-28.837276
310,-70.62732,7.1338515
311,26.86472,-3.0962443
312,23.674723,42.77422
313,-84.777664,14.80869
314,51.641113,47.802868
315,-16.452877,-9.90346
316,-21.507988,33.438046
317,-70.73083,-14.948662
318,18.915907,11.137062
319,-12.957193,-19.078909
320,-14.664168,14.878819
321,-28.601942,35.31346
322,47.346596,-3.1864707
323,-67.16993,40.492016
324,-21.174276,27.265665
325,-37.84975,-40.74982
326,33.194946,77.503204
327,33.888676,41.914906
328,50.30714,46.748543
329,-52.202385,-40.840263
330,-15.067189,-36.05371
331,42.2389,4.9613247
332,-44.77394,-1.9294195
333,75.3472,-34.55864
334,-1.7507719,-20.733522
335,41.43833,-19.43748
336,28.26308,-0.090202026
337,-8.9251,-46.410877
338,-14.867678,-63.03107
339,-59.51703,29.310139
340,70.57591,-36.25188
341,-16.074072,-38.037292
342,13.815185,-7.7929077
343,0.4764461,-31.613739
344,23.038555,-39.18579
345,-47.992104,38.457447
346,34.740913,-34.72973
347,11.460269,-8.955281
348,57.543907,56.95255
349,-59.28503,24.202572
350,-31.088434,-4.3690124
351,62.879677,45.88658
352,82.6482,-9.160837
353,-27.291193,-20.107542
354,-42.225067,39.91166
355,47.001907,28.455584
356,-67.44961,-13.959924
357,13.752325,30.91532
358,47.955154,26.367914
359,-62.746273,-2.526935
360,-81.20953,1.7054616
361,-9.144496,31.909
362,-48.43194,0.043793436
363,14.198208,42.138363
364,28.352247,24.673237
365,-39.377556,-17.025827
366,63.94635,-15.4022
367,53.57725,14.83067
368,-25.555788,27.43932
369,26.202835,-19.391909
370,-22.374966,-47.587173
371,-45.436817,-63.004406
372,-80.72145,-20.304201
373,8.99076,-28.560118
374,-15.837063,-55.58878
375,-24.791672,16.751545
376,-29.563543,52.216496
377,61.78576,28.869236
378,65.81257,18.619446
379,1.8996671,26.7812
380,-49.460075,41.42306
381,80.33994,7.056374
382,-1.0381142,23.323233
383,-3.298854,-61.068882
384,10.579815,45.73892
385,64.62814,21.476265
386,48.305725,-40.807087
387,48.462715,37.649708
388,-28.420967,-44.7664
389,-11.337805,-20.860197
390,30.912361,-53.69296
391,-54.485874,-45.719463
392,33.42753,55.606117
393,-15.444225,-58.082916
394,54.36025,-16.45822
395,53.32337,10.144973
396,-55.322845,-47.556396
397,-54.373528,-45.572147
398,-61.74692,-20.336346
399,-32.80148,49.276356
400,-76.63277,-0.70463973
401,7.78356,69.78049
402,64.10348,-50.498604
403,-25.32581,-18.475307
404,-27.833279,78.07573
405,29.239256,-64.1034
406,60.849144,-31.536697
407,22.787111,-23.506445
408,25.340734,46.052277
409,75.00494,2.0843492
410,-34.12121,19.733324
411,-7.066729,43.148567
412,-29.00188,72.491135
413,-38.28041,-6.870846
414,-41.540367,-28.198954
415,2.322472,-6.62684
416,-41.09436,56.319786
417,9.845867,-18.262506
418,-63.80732,53.15592
419,-22.185722,46.49096
420,23.697332,32.75441
421,35.038567,55.808937
422,69.492836,-42.928898
423,35.4344,13.509464
424,-23.155071,-47.153397
425,-65.02983,52.928482
426,-12.618753,56.009483
427,-62.81582,34.081024
428,7.5325227,74.402466
429,-73.98326,-24.027035
430,48.60929,-36.919643
431,69.243,35.51418
432,-45.37137,-51.64809
433,-42.42011,33.609104
434,-45.428207,31.68234
435,26.071964,-34.350838
436,-36.670692,72.136116
437,49.09102,15.946065
438,-7.5896864,58.064472
439,-69.10299,-13.590797
440,24.986103,42.339565
441,-38.877983,-28.73601
442,29.07416,-2.8743882
443,10.016601,44.576496
444,76.850914,34.83723
445,15.110109,-8.223964
446,-43.108494,9.117622
447,38.20563,54.545486
448,42.312477,36.527542
449,-14.116781,46.202145
450,38.051353,-20.091572
451,32.072525,76.8299
452,-42.389175,8.961171
453,-5.699204,-29.503244
454,57.817535,57.834026
455,-47.550102,1.4555404
456,-0.73634964,12.94172
457,-31.143557,-43.736073
458,50.5351,-41.883904
459,64.451805,28.50856
460,33.593845,73.099785
461,48.715847,5.6588864
462,-61.80134,-5.3611116
463,13.460016,-40.4293
464,23.571535,33.14448
465,66.47335,3.8978221
466,-7.449482,65.08396
467,-40.781734,75.08234
468,30.122719,-24.7916
469,-40.248047,-32.514446
470,-44.570038,-60.044933
471,-41.907036,56.009617
472,17.692856,-72.40002
473,43.465263,17.766197
474,-6.999383,20.239645
475,13.406466,-56.446125
476,-64.484764,3.2455852
477,-37.04384,-4.6771917
478,20.692738,17.916813
479,39.326786,75.95772
480,-16.112312,-38.146515
481,-34.305767,4.946999
482,-32.717484,-21.304737
483,-49.549053,-57.890106
484,-6.543822,-44.3631
485,-17.027433,78.9483
486,17.734303,-73.37936
487,46.80262,5.829955
488,43.62498,-6.017394
489,-0.26984644,-60.01364
490,52.016155,-42.251907
491,-1.3127145,-57.223167
492,-66.02984,54.397984
493,-11.438748,-42.265217
494,10.270228,-23.653381
495,-40.56876,18.11377
496,-3.0269508,-71.79123
497,16.966692,-37.032166
498,18.364538,63.61692
499,11.33255,13.510389
500,-18.837164,10.226438
501,27.557999,-9.16765
502,-32.5814,-62.957565
503,22.47852,57.182045
504,15.08724,39.683647
505,24.861317,-41.03519
506,-4.938659,-29.630457
507,-28.246492,28.357817
508,13.508855,-40.1862
509,-27.353086,36.243412
510,-63.98126,47.168266
511,-32.42494,-66.16672
512,-62.947063,47.38623
513,-69.653786,11.7096
514,-51.411236,55.86213
515,-32.108418,-49.292362
516,44.483524,-25.934263
517,-8.520981,-9.818346
518,-45.59311,8.876203
519,-13.922901,60.974888
520,-31.043877,2.6764317
521,49.08868,35.991055
522,-4.0457473,-70.22604
523,15.569029,-36.13348
524,23.033953,52.80277
525,-83.21569,12.572857
526,-44.639668,-4.008595
527,23.600067,-18.644274
528,-38.477837,74.85738
529,23.023,51.175858
530,71.06292,-36.11894
531,31.05907,32.736748
532,49.060307,45.640633
533,-8.3160515,83.140434
534,37.45147,51.857418
535,29.933949,14.334574
536,-58.833977,-37.74347
537,23.047443,34.48023
538,12.247661,-52.179974
539,-41.861664,55.883034
540,-26.860657,73.95277
541,-37.353783,12.496783
542,18.502552,53.0443
543,-58.733242,13.424393
544,-51.52392,64.33119
545,38.64785,74.065155
546,-32.474224,-58.35929
547,-4.6311793,40.0497
548,12.190912,-20.369818
549,51.17391,-66.45089
550,42.979935,4.655267
551,-72.72459,22.05114
552,-25.430086,28.061113
553,-33.045677,48.844208
554,15.110452,-54.94504
555,62.4856,45.85617
556,28.458906,27.074038
557,-6.4927235,-28.93229
558,-63.863506,33.337486
559,3.278455,9.045118
560,-84.88396,22.061396
561,22.246864,-30.759127
562,-6.669114,25.8818
563,29.936909,-75.52514
564,33.872837,-51.146133
565,21.468596,28.548319
566,-4.568088,-70.62493
567,-53.347607,-4.5167665
568,47.17419,-65.874016
569,26.181614,-29.215582
570,-17.21117,8.604698
571,52.10154,-15.685904
572,21.773964,-39.794037
573,-11.939074,-2.106852
574,-30.462181,18.66148
575,-28.253216,-43.808517
576,71.63736,-0.8716537
577,6.8743186,-45.109867
578,-73.516075,21.439444
579,68.38698,38.97865
580,24.351734,32.684105
581,-43.30644,-31.054495
582,10.223064,24.978523
583,60.42461,-32.0438
584,-45.176685,14.035738
585,11.034803,14.177992
586,-70.01221,21.818462
587,25.04351,42.347946
588,16.354708,-1.9010811
589,-14.471926,13.810168
590,-19.87752,59.08251
591,-3.753527,-49.37666
592,-1.1199398,-46.41866
593,70.00777,-28.05678
594,-18.444626,-0.58751947
595,13.689764,1.6513548
596,-29.226158,-48.32847
597,-58.77078,-37.692596
598,49.121033,-40.8126
599,1.2839378,10.389364
600,-14.450898,-19.47944
601,8.752225,84.23253
602,9.993449,81.99386
603,-7.570297,85.676994
604,-8.723827,-45.268944
605,-52.31106,66.14218
606,53.98581,-23.953281
607,-82.5406,-20.711458
608,32.46106,-44.13785
609,47.989155,27.065702
610,52.774296,41.748196
611,0.06501364,75.09938
612,2.351908,24.55751
613,-15.03455,-8.244864
614,-29.274916,-29.26444
615,-54.077007,-15.633805
616,62.880966,45.809666
617,4.2555676,-42.5642
618,-29.90478,-30.975931
619,12.288361,76.37481
620,-24.005266,3.6860797
621,40.829243,13.238826
622,16.106716,-20.29053
623,-42.01654,53.136074
624,43.62149,-18.683884
625,57.703667,-16.910158
626,-48.34671,23.528666
627,-16.461906,-65.66396
628,-44.592346,-60.071125
629,-14.45906,43.63505
630,80.486,26.452702
631,78.525276,-12.63876
632,18.790718,63.63971
633,63.434013,-17.208364
634,19.611124,51.043736
635,16.235636,-8.239083
636,52.061066,46.070786
637,-0.7120387,-61.2934
638,20.426369,-9.798972
639,32.502316,-12.361389
640,-0.15828426,54.52261
641,9.173488,1.2863483
642,17.19314,-22.46333
643,-26.307867,59.36259
644,-35.42116,8.970109
645,56.29872,13.41232
646,14.805655,33.07719
647,1.644284,-63.02927
648,-30.762701,-29.337666
649,-15.435916,-64.66633
650,15.418792,-36.302258
651,56.764442,-45.221035
652,-63.13087,-20.130865
653,-32.761223,-45.38537
654,-44.243122,-29.510769
655,-36.286522,-46.964867
656,-70.31707,11.784424
657,57.44701,26.694723
658,35.450912,-12.304653
659,-22.625578,-8.355115
660,17.00195,-37.010666
661,-2.8480554,85.739075
662,30.039732,-18.860971
663,56.871727,-4.861822
664,40.230038,-19.096573
665,-66.438644,-14.765252
666,34.92428,-0.3897945
667,9.47985,-85.03073
668,52.612103,24.869267
669,43.31172,70.58306
670,-67.37837,33.9714
671,8.537218,14.676601
672,71.25631,-0.73183894
673,44.131214,-5.048696
674,-16.371408,-65.775185
675,5.639473,50.863304
676,27.676432,-75.17977
677,1.5949708,75.08736
678,52.728325,-15.179942
679,9.931148,40.404564
680,-57.824146,31.289122
681,74.719086,37.794476
682,5.3761673,-47.204395
683,-20.08956,58.66609
684,-13.1660385,-44.715958
685,-24.479654,1.5419389
686,-32.89162,43.45899
687,-16.834032,-60.25494
688,80.59943,26.462988
689,-37.387283,-55.430763
690,61.47002,-49.982014
691,66.24672,27.159164
692,64.043304,-50.488476
693,75.6811,1.1222024
694,64.18681,-3.4872806
695,-73.17086,8.623007
696,51.985546,-2.8457015
697,46.426113,-44.374954
698,-38.78612,-63.652454
699,-53.079174,-4.7948785
700,45.250473,6.9176946
701,-21.63949,-57.589325
702,16.979086,-17.378931
703,17.91421,-51.40182
704,-1.2032912,-46.687916
705,-39.760113,-53.836216
706,15.846569,61.886116
707,-35.997448,32.529522
708,6.651243,-83.969635
709,-78.48758,-20.219624
710,12.746707,-17.160908
711,65.36159,44.07538
712,19.999924,-61.385513
713,-70.37658,44.018078
714,-45.989616,10.694988
715,2.5211804,0.83206266
716,52.61972,6.046403
717,-27.317572,-80.04793
718,24.07422,45.496117
719,25.895468,-17.114569
720,18.421083,-34.552208
721,-33.76596,-47.380863
722,-45.848267,-64.48728
723,11.455185,50.840874
724,16.972271,-60.847775
725,11.672244,48.448425
726,23.121836,57.80508
727,-62.10502,13.235702
728,-59.90864,-3.1241152
729,-16.628916,-10.021303
730,-31.774475,-12.409103
731,78.54379,-12.647966
732,-4.7141366,32.773712
733,-21.75235,-60.078033
734,-5.309929,-56.714096
735,13.842232,26.62787
736,3.070087,11.333593
737,6.882925,43.567513
738,26.320137,1.3007674
739,-34.611042,9.678647
740,25.320208,-29.052094
741,-18.644836,-18.652401
742,18.304953,-74.51818
743,34.283386,-34.142166
744,-0.027535494,5.2073927
745,8.004618,42.773655
746,12.70441,-17.166502
747,21.30082,46.58071
748,-58.768906,29.793829
749,-42.39993,-64.83119
750,-10.482862,-45.728203
751,-21.517576,-5.3474317
752,-29.930496,-44.06189
753,50.765137,-67.45861
754,-65.15691,32.231125
755,7.749287,16.668062
756,43.628395,18.158197
757,-55.243546,13.609347
758,-63.193806,53.858437
759,-0.6676628,50.222878
760,-8.25691,13.417952
761,24.070515,30.523985
762,-24.412262,16.212132
763,-4.7892766,60.58037
764,-30.110365,-63.986782
765,-51.104454,-11.9677925
766,-0.81008416,-71.63351
767,-5.962085,26.108046
768,30.083982,33.828785
769,-7.730515,-23.853243
770,-20.12324,33.098587
771,-41.910927,-33.285664
772,-80.48285,-1.6877455
773,-47.089287,-55.092854
774,-27.74575,-77.571915
775,-76.60023,-0.55117774
776,41.311157,40.893654
777,70.028786,-43.217358
778,-7.0426006,2.0630288
779,-26.437613,77.69532
780,66.35742,26.726385
781,57.509987,30.20704
782,-62.610256,5.0635977
783,13.786129,5.3993607
784,-0.26205558,-22.212849
785,51.171288,41.815674
786,-28.823503,-51.4063
787,39.91987,18.448019
788,-4.6400113,63.07777
789,-37.49846,30.222118
790,1.9697495,-62.438744
791,69.62889,33.85494
792,-34.98393,-45.631607
793,-6.9782543,-4.574243
794,19.217356,-61.50525
795,-31.583128,-4.3410497
796,16.803312,-22.031927
797,-45.397736,-51.653133
798,52.355404,9.6726675
799,26.092585,-0.053519636
800,22.801954,-39.481766
801,53.8224,-55.532314
802,-10.81633,-34.512543
803,17.794811,20.372513
804,-7.252494,43.64244
805,-61.783897,24.023703
806,56.9231,-17.345863
807,31.5604,32.864555
808,-31.927946,50.69327
809,2.2969818,-50.03405
810,-25.126116,-19.991812
811,-8.096432,-7.4679813
812,1.87029,46.359886
813,2.4430304,63.178375
814,-73.042625,8.982534
815,56.243214,-3.4301555
816,9.742797,12.259868
817,-2.3543742,19.120394
818,32.588806,-67.31685
819,6.312742,-48.64925
820,-30.861753,-47.831085
821,31.448292,40.11933
822,-66.276,-39.364628
823,34.474236,-32.00643
824,46.031513,7.7258735
825,-43.077446,-65.713264
826,-66.06962,33.173683
827,-32.499664,60.049053
828,-24.576769,15.248016
829,-41.66216,55.592514
830,-36.12606,33.524437
831,11.925251,25.748705
832,60.03827,28.722124
833,-60.662243,48.255146
834,-27.870316,6.5275702
835,-73.63413,6.146681
836,38.320183,-50.99694
837,42.972637,3.9174817
838,-73.75845,-25.002432
839,64.072426,-50.53492
840,68.86879,4.5479465
841,21.76494,32.390152
842,-10.554794,63.42989
843,-39.206383,-66.47776
844,-60.30916,13.352849
845,69.75614,-43.016117
846,42.10469,64.669556
847,39.624622,6.5320697
848,36.550377,19.373255
849,-20.92269,-56.626648
850,16.054594,-70.42944
851,-28.715923,28.000895
852,-38.600983,-57.00564
853,17.952557,-61.61733
854,-43.767525,-59.28242
855,-63.100323,48.476376
856,32.016132,31.436066
857,-37.353294,30.540802
858,56.22998,26.693684
859,-52.488163,-29.508715
860,0.40631208,54.1464
861,-8.445079,-25.455729
862,4.193982,73.614944
863,75.85786,1.0917125
864,8.154454,19.686852
865,52.723633,-55.989704
866,-13.60364,-2.040651
867,-19.02553,-60.304848
868,39.185333,-18.128357
869,-2.4685023,44.29496
870,-83.834305,17.92886
871,-22.220474,46.469025
872,-65.98268,41.738457
873,-27.891193,6.485172
874,-22.056702,-8.825722
875,-49.92918,-59.840813
876,-28.40576,-79.09625
877,-20.061333,36.434525
878,-29.513384,-29.457672
879,55.357655,-23.795687
880,-32.420307,-66.14669
881,-28.601837,60.5509
882,10.2473755,-54.689777
883,-8.004462,13.8608465
884,13.049648,38.803783
885,-25.891626,23.822176
886,-68.085434,-0.61017555
887,9.058082,81.65139
888,-4.9622,-70.24977
889,-51.213043,43.86878
890,-8.330814,83.244446
891,12.478184,4.608155
892,63.547703,52.358025
893,-49.50408,-17.181246
894,-37.24668,-28.602505
895,-27.529604,58.963406
896,33.78686,-43.93224
897,24.443613,5.6194115
898,-29.09503,4.608978
899,20.77488,11.197388
900,15.081617,60.054737
901,83.818596,-9.715571
902,29.950829,13.849717
903,39.00397,9.655634
904,-4.4943485,-48.080135
905,13.209445,60.506325
906,7.989311,42.71704
907,13.097932,28.998125
908,3.098857,-38.793514
909,5.6634145,30.989168
910,23.740492,-73.32784
911,-28.881395,73.132835
912,-43.715317,33.805065
913,-5.67069,-19.92185
914,48.63873,16.483465
915,48.16432,25.606775
916,-53.826294,-24.383095
917,43.630104,-41.29436
918,43.106407,8.557089
919,-45.245724,31.750961
920,-53.454376,-25.04073
921,75.52623,37.67125
922,68.94542,15.43176
923,59.435616,-26.472614
924,-61.223446,-5.191697
925,42.09339,14.810265
926,-3.5730522,-36.353874
927,-23.225891,-31.715927
928,7.6579194,-19.69236
929,-39.10226,-17.329998
930,-31.966148,35.550255
931,-30.611715,62.26878
932,-42.73531,16.648825
933,-61.86082,24.12734
934,-8.639783,-84.06358
935,-34.09459,5.064578
936,-54.6911,12.7597275
937,-33.098484,51.94312
938,47.56196,43.14334
939,-67.06454,31.476309
940,26.72671,69.321075
941,23.69504,-38.452938
942,1.0414311,-49.020306
943,4.533103,-83.75721
944,-55.086334,19.331543
945,-21.846392,24.6122
946,42.87964,35.057114
947,-13.817922,-23.934923
948,-27.094069,45.06249
949,-1.8530617,21.779278
950,21.680285,-36.555367
951,12.224995,-27.29984
952,27.068773,-10.769483
953,15.165335,-38.91738
954,3.6096983,74.40176
955,-28.562256,60.528934
956,-52.481,66.220726
957,25.990864,-22.0757
958,20.527203,-56.20071
959,72.56185,-42.811234
960,13.258615,29.456459
961,57.555454,-28.343899
962,-26.51964,-20.650822
963,2.9327345,-33.38752
964,33.15922,-30.034033
965,35.426804,-50.697052
966,-8.199525,11.240258
967,34.626915,-13.64296
968,10.677394,-30.770353
969,-10.173624,-78.63914
970,5.465582,43.519943
971,52.947105,9.087207
972,25.924774,-39.452736
973,26.436115,-32.57974
974,44.852715,55.07909
975,30.831026,50.923756
976,-59.458344,23.57494
977,18.680737,63.387253
978,9.733756,-18.042187
979,78.064,27.079521
980,-61.60044,13.765495
981,4.057801,62.122017
982,62.09982,-51.561607
983,66.747215,5.0581417
984,54.33014,-16.441463
985,-61.79135,52.425945
986,43.054947,7.0385013
987,1.173409,5.845915
988,33.032486,74.742325
989,9.570701,16.066368
990,16.076084,45.107777
991,60.891663,-21.396719
992,32.96041,-36.441643
993,14.848565,-47.450645
994,38.268524,56.294994
995,-39.658382,4.6631503
996,-67.22188,-39.049408
997,-10.142326,75.668945
998,-2.8050604,18.912636
999,-14.613151,-52.826492
1000,68.72267,38.29075
1001,-29.991423,10.043447
1002,64.063,-14.708025
1003,60.424294,-32.014523
1004,-60.187748,14.169775
1005,-44.28378,7.1884046
1006,-82.801674,-0.08954358
1007,34.34207,69.564064
1008,79.419334,5.05273
1009,25.367476,-15.7747965
1010,-60.322144,29.10542
1011,44.179886,-37.838337
1012,69.966644,15.019433
1013,66.081795,26.663439
1014,-13.2495775,26.46819
1015,-40.441284,6.7372017
1016,6.899783,-46.61065
1017,-10.378602,-85.64723
1018,49.822205,27.039867
1019,47.615864,-35.966892
1020,41.22547,12.4809065
1021,38.578796,-52.20592
1022,-5.9277463,-67.88247
1023,2.0136209,-37.700516
1024,-32.78879,43.36652
1025,-12.021787,-34.18661
1026,-39.69758,-8.520332
1027,-28.916897,-78.95639
1028,4.3410296,27.182503
1029,33.320496,56.389137
1030,-13.142982,55.814743
1031,-37.007877,-4.324331
1032,-22.499598,4.2398176
1033,-33.981747,-56.30876
1034,52.772003,44.1389
1035,33.49754,-13.636095
1036,34.03433,5.6291647
1037,-13.902373,60.649513
1038,0.72875565,-25.846565
1039,-5.1573715,60.310516
1040,47.881077,23.495598
1041,29.14698,-10.255788
1042,24.64317,5.696359
1043,-39.340748,-67.56697
1044,35.027184,54.820724
1045,19.251144,18.507244
1046,-5.6669655,-36.154675
1047,-69.50667,-14.202857
1048,39.635876,75.21883
1049,33.00589,29.699501
1050,-32.207745,-57.018517
1051,-18.450768,-0.59283316
1052,8.10411,-23.234041
1053,-11.01439,0.2764854
1054,48.55111,16.325054
1055,-62.08682,-38.732395
1056,36.04748,18.591085
1057,-40.448006,-57.4513
1058,48.209644,45.28885
1059,3.3103435,-14.606054
